Date,Location,Disease,Cases,Deaths,Rainfall (mm),Temperature (°C),Humidity (%),Population Density,Water Quality Index,Air Quality Index,Vaccination Rate (%),Hospital Beds per 1000,Previous Outbreak History,Outbreak Risk
2024-03-12,Manjeri,Cholera,109,1,141,24.172268118997817,81,Medium,Moderate,High,43.52699125143016,3.3070444555285015,Yes,Low
2020-02-11,Kalikavu,Typhoid,197,7,121,28.686772532750986,88,Medium,Good,Low,40.9492411813898,1.9334627141141487,Yes,Medium
2015-06-16,Malappuram,Typhoid,113,18,102,33.62867658465369,75,Medium,Poor,Moderate,75.98267900128337,3.6837298453319516,Yes,Medium
2023-06-26,Kottakkal,H1N1,190,2,126,21.340091065798365,76,Medium,Good,Moderate,40.291477346637166,2.06983805606432,Yes,Medium
2021-03-04,Kondotty,Cholera,384,15,189,25.102753320051292,88,High,Moderate,High,77.25737337165864,3.263349436850648,No,High
2019-12-12,Parappanangadi,COVID-19,337,3,71,27.160723937912486,90,High,Moderate,Moderate,54.554707901173806,2.667250848446794,Yes,High
2018-01-29,Kondotty,Dengue,51,10,184,30.896508948961735,74,Low,Poor,Low,50.081174983805354,2.998240517747668,No,Low
2023-07-22,Manjeri,Dengue,235,9,167,25.734663442338686,81,High,Moderate,Low,75.65764078168367,3.8852390157990846,No,Medium
2024-07-17,Tirurangadi,Cholera,83,5,121,28.210724552568816,64,High,Good,Low,47.04117473286297,2.7975298930652563,No,Low
2022-06-10,Melattur,Leptospirosis,480,17,94,23.453777286331864,91,High,Poor,High,87.59964655712162,1.872651987754172,Yes,High
2020-06-17,Parappanangadi,Leptospirosis,224,2,121,32.377701809875475,84,Low,Very Poor,High,73.71108451887281,2.7706403394248658,No,High
2025-03-28,Malappuram,Leptospirosis,151,1,62,25.39906720900651,65,Medium,Very Poor,Low,46.295879635749,2.983693577920637,No,Medium
2018-04-21,Malappuram,Dengue,254,3,53,34.545941995826226,74,Medium,Poor,Moderate,52.32006779022515,3.053453633075855,No,Medium
2021-02-15,Kondotty,COVID-19,205,17,85,30.38811655096729,78,Medium,Poor,High,66.69180846106622,1.5911946288867873,No,Medium
2020-06-03,Edappal,H1N1,185,9,140,29.636522165070012,78,Medium,Poor,Low,75.6249729194391,2.745660346702193,Yes,Medium
2021-06-16,Manjeri,Nipah Virus,114,15,89,27.982004423680607,66,Medium,Very Poor,High,49.03289723462016,3.004294779464721,No,Low
2016-05-20,Kottakkal,Nipah Virus,204,14,180,29.44181618976132,66,Low,Good,Low,84.95829205221982,2.4065369527602654,No,Medium
2018-10-01,Tirurangadi,Typhoid,150,13,64,33.003010149954505,77,Medium,Moderate,Moderate,43.06980543065243,3.01961018182926,No,Medium
2022-12-18,Nilambur,Malaria,173,16,81,22.811222549290495,73,Low,Very Poor,Low,48.69032718776923,3.487737220742498,No,Medium
2018-03-02,Melattur,Cholera,187,15,71,29.765138946565557,82,High,Good,Low,89.7961250835174,2.1394004502273747,Yes,Medium
2020-10-01,Kottakkal,Malaria,90,7,54,22.107872196378516,87,Medium,Poor,High,55.60580422191534,2.4633638744934947,No,High
2023-11-17,Kondotty,H1N1,383,11,72,25.329290283963157,60,Low,Poor,Low,85.0148380092732,1.9278606169611299,No,High
2016-09-21,Ponnani,Typhoid,22,12,197,28.390398086622568,72,High,Poor,High,56.227733711944225,1.9185859106935097,No,Low
2018-01-24,Thiruvali,Malaria,3,14,78,24.535081491573493,84,Medium,Good,High,74.28198380646461,1.6680631093101548,No,Low
2016-03-27,Parappanangadi,Typhoid,231,1,163,26.216061669118048,89,Low,Very Poor,Moderate,76.56638488140945,2.154186109419099,Yes,High
2023-10-26,Kalikavu,Malaria,146,12,182,28.527886339489562,90,High,Moderate,Low,51.15242709919615,2.6668116297595934,No,Low
2021-12-23,Tirur,H1N1,427,12,118,28.218080456712585,74,Low,Moderate,High,45.36364133236989,3.18556425533948,No,High
2016-11-01,Kondotty,H1N1,489,9,85,24.702544896827217,72,Low,Moderate,High,57.81681843369058,3.8941675148977786,Yes,High
2024-05-27,Kondotty,H1N1,496,18,180,21.23389518012385,61,Medium,Good,Low,51.3110460933047,2.1025662108499383,No,High
2022-06-13,Thiruvali,Cholera,332,17,50,29.691939048232513,68,Low,Poor,Low,54.860517490429174,3.0708622260782086,No,High
2017-06-25,Pandikkad,Malaria,106,3,50,28.130633488109858,71,Medium,Very Poor,Low,88.51956847159855,3.248453767118802,Yes,Low
2015-02-14,Tirurangadi,Leptospirosis,330,9,87,22.153781966762466,81,Low,Poor,Low,57.87155262859282,1.743665609127076,Yes,High
2015-01-01,Perinthalmanna,Cholera,429,11,154,22.983589147837435,82,Low,Very Poor,Moderate,46.92505620181716,1.8078995767948065,Yes,High
2025-08-28,Areekode,Malaria,229,3,193,23.752501099932516,84,Medium,Good,Moderate,88.40680518169765,3.900982541536279,No,Medium
2021-07-06,Chelembra,Typhoid,326,4,105,23.495896207450635,82,Low,Poor,Low,80.84099889161837,2.2220181795599916,Yes,High
2017-12-21,Chelembra,COVID-19,389,4,172,32.01281650755701,80,Low,Poor,Low,44.100345079761155,2.74834946383051,Yes,High
2024-09-09,Valanchery,H1N1,453,8,188,26.09969894244911,78,Low,Very Poor,Low,75.91992077546274,2.0861651046236993,No,High
2025-09-27,Tanur,Nipah Virus,480,19,152,29.086034386328695,61,Low,Good,Low,58.10826053788439,3.2581624554444204,Yes,High
2017-10-08,Areekode,COVID-19,269,4,177,27.47494662651007,82,Low,Very Poor,Low,69.37891399052647,3.3673036931144957,No,High
2023-03-23,Edappal,Nipah Virus,194,9,176,32.543634628269665,92,Medium,Very Poor,High,59.13763279566054,3.154001691835444,Yes,High
2021-08-03,Nilambur,Cholera,408,8,168,34.60951597375848,88,Medium,Very Poor,Low,49.119204575841714,2.9545874546365876,Yes,High
2022-01-13,Nilambur,Cholera,373,14,55,27.204807345212455,73,Medium,Good,Low,82.39724955714176,2.7897517721365923,Yes,High
2018-04-30,Ponnani,Leptospirosis,213,2,130,26.909286929503875,72,Medium,Good,High,84.23469366434603,3.990041939621261,Yes,Medium
2020-03-19,Pandikkad,COVID-19,458,12,90,32.568149289905584,93,Low,Very Poor,High,55.61367757986082,3.810534281726315,Yes,High
2020-12-12,Tirurangadi,COVID-19,11,13,78,29.47598365614646,92,High,Good,High,71.6911734975561,1.6705903573339316,No,Low
2023-03-02,Valanchery,H1N1,422,3,76,24.947049003229733,71,Medium,Good,High,49.45065023045944,1.5996324018169228,Yes,High
2024-11-12,Areekode,Dengue,206,2,88,25.583196740747134,74,High,Moderate,High,84.05314026276835,2.4266103379014288,No,Medium
2018-08-06,Melattur,Malaria,443,4,148,23.455289572777932,66,Low,Good,Low,52.618577510335165,3.173596204260665,Yes,High
2024-05-08,Edappal,COVID-19,118,17,145,32.54988840848359,87,High,Moderate,Moderate,87.02965222312378,3.0072653534578224,No,Medium
2016-11-10,Thiruvali,COVID-19,395,14,58,34.09482966668047,90,High,Good,Low,71.97117078466377,1.7842661599577103,No,High
2024-01-18,Ponnani,Typhoid,485,13,148,22.001614470480394,89,High,Moderate,Moderate,44.41516247732113,3.792410301290348,No,High
2021-07-03,Pandikkad,Nipah Virus,69,3,80,30.893317526667282,72,Medium,Moderate,Moderate,47.1326348856011,2.931842200498643,No,Medium
2016-08-18,Kondotty,H1N1,409,6,124,32.71242564797419,93,Medium,Good,Moderate,61.511020455863516,2.2631434603291907,No,High
2018-05-29,Vengara,Cholera,15,19,113,24.941477157698998,89,Low,Poor,Moderate,84.24010175632762,2.858677008294176,Yes,High
2018-09-03,Ponnani,Typhoid,292,10,147,33.95995515248624,77,Medium,Moderate,High,79.65418064407478,3.3713743605999547,No,Medium
2019-07-19,Manjeri,Dengue,205,8,186,30.07834851485874,74,Low,Poor,Moderate,48.584995976707134,3.049408262324849,No,Medium
2018-08-09,Melattur,Leptospirosis,447,3,186,31.247287920383762,94,High,Very Poor,Low,86.67465093905268,3.3690360020852177,No,High
2020-11-11,Valanchery,Leptospirosis,40,8,138,22.7210810110087,81,Low,Poor,Low,63.25926238715711,2.9354784440094575,No,High
2021-07-14,Vengara,Dengue,203,3,171,25.725319401829477,87,Medium,Good,Moderate,78.49828226924001,2.253910815678071,No,Medium
2020-08-06,Nilambur,Leptospirosis,337,17,168,28.644361160033153,70,Medium,Moderate,Moderate,63.703488536157,1.6743293354262545,Yes,High
2020-08-12,Perinthalmanna,H1N1,260,8,194,27.23827405456996,65,Medium,Very Poor,Moderate,82.31971619293074,1.9030147144743168,Yes,Medium
2024-07-11,Tirur,Nipah Virus,311,3,58,23.51641365895761,69,High,Moderate,High,58.42358290964657,2.8691817770017116,No,High
2022-03-28,Pandikkad,COVID-19,365,0,148,31.732241854048237,92,Medium,Very Poor,Moderate,53.688103182418935,3.055275917758503,Yes,High
2016-07-05,Pandikkad,Leptospirosis,26,6,97,23.264355454879222,77,High,Very Poor,Low,47.9268305792074,1.7631641396880577,Yes,Low
2024-03-19,Vengara,Cholera,235,13,69,24.27225219191819,84,Low,Moderate,High,78.63481159513336,1.9604176322678877,No,Medium
2015-06-16,Edappal,COVID-19,94,5,124,32.4749992872017,60,High,Poor,Low,71.38642022398597,1.8773316097798907,No,Low
2022-02-18,Melattur,COVID-19,339,4,74,23.447712014320448,77,High,Poor,Moderate,43.863941414112226,2.443183771030137,Yes,High
2023-02-02,Nilambur,Dengue,331,14,172,26.90736559877123,89,High,Poor,Low,86.57293923865825,3.54462657221183,Yes,High
2019-09-29,Tirurangadi,COVID-19,304,19,119,24.749059631746682,67,High,Poor,Low,66.64319780196743,3.1320523854326483,Yes,High
2023-06-07,Tanur,COVID-19,307,10,112,27.597875000649033,84,High,Poor,Moderate,56.861629816020866,3.7631432804829767,No,High
2019-07-25,Kottakkal,Leptospirosis,9,17,93,20.65341041112122,71,High,Very Poor,High,82.88723555441607,2.0949980043591037,Yes,Low
2024-08-01,Valanchery,Nipah Virus,163,4,140,20.97140099602583,64,High,Poor,High,82.1094658757255,2.9945337520726323,Yes,Medium
2024-09-21,Kottakkal,Leptospirosis,34,10,155,33.472459989454904,75,Medium,Moderate,Moderate,76.43260021504406,2.7601355946927693,Yes,Medium
2025-01-01,Ponnani,COVID-19,285,3,119,25.936493758650098,79,Low,Moderate,High,49.569999784173795,2.7602380018505612,Yes,Medium
2024-05-22,Tirur,H1N1,38,6,83,34.708983048481436,71,High,Good,Moderate,73.13070555623474,3.113993091085005,No,Medium
2016-10-05,Pandikkad,Typhoid,359,12,152,23.354897392642613,78,Medium,Poor,Moderate,54.08019810314528,3.341329312339906,No,High
2022-02-16,Valanchery,COVID-19,210,2,59,22.96921645693825,64,High,Moderate,Moderate,88.53346253569765,1.6001789548924945,No,Medium
2022-02-21,Valanchery,Typhoid,380,10,82,28.03642120373975,71,High,Very Poor,Moderate,52.400073776263895,1.7333081224822364,No,High
2018-08-12,Edappal,COVID-19,90,0,171,24.295595053882522,64,High,Good,Low,48.28127632053909,2.5959226298089315,No,Low
2024-06-19,Kottakkal,Typhoid,134,7,121,24.867657349977495,65,High,Poor,High,65.47895447428229,2.3079081479237007,No,Low
2015-12-24,Ponnani,Leptospirosis,25,18,108,32.669368034118314,61,High,Moderate,Moderate,87.64318106415564,3.7355207306736053,Yes,Medium
2018-02-08,Kalikavu,COVID-19,498,19,190,29.74582438022569,68,Medium,Very Poor,Low,67.50677050578028,2.7496595664290666,No,High
2023-11-30,Kalikavu,Leptospirosis,1,10,190,22.999850097359626,67,High,Poor,Low,56.72291362653897,1.9342832853502443,Yes,Low
2019-11-07,Chelembra,Malaria,340,17,198,28.66187261935291,71,Low,Poor,Moderate,63.55504048414421,2.405220482557822,Yes,High
2025-09-05,Kottakkal,H1N1,130,1,56,22.759710655222744,91,Low,Poor,High,69.54104119601689,1.6228274467722932,No,High
2015-01-12,Pandikkad,Malaria,130,18,140,31.128975871194918,66,Medium,Good,High,72.16004936597308,3.2632436941189096,Yes,Low
2015-06-19,Tanur,Dengue,111,15,90,34.50793139186709,89,High,Poor,Low,60.499540862152934,3.0214706325490326,No,High
2024-09-28,Valanchery,Typhoid,29,4,136,24.187643265568546,68,Medium,Very Poor,High,82.01347909291422,1.9891548290683128,No,Low
2025-09-09,Nilambur,H1N1,66,3,108,23.6506682564337,61,High,Good,High,65.54082373140757,2.6001247536491836,Yes,Low
2019-11-11,Perinthalmanna,H1N1,104,10,111,26.745768317312912,83,Low,Very Poor,High,82.3898542777006,3.2703737251905194,Yes,High
2017-07-21,Tirurangadi,H1N1,481,17,112,33.83232824134639,63,Low,Poor,High,65.17818165751517,2.3363823570163715,Yes,High
2017-08-21,Chelembra,Malaria,189,17,84,23.998889653872567,81,Low,Good,Moderate,68.44071864092524,3.5149373936221213,Yes,Medium
2025-07-19,Malappuram,Cholera,231,12,98,24.85667762937756,67,High,Poor,Moderate,78.66687317505557,2.0948801869913636,No,Medium
2025-01-01,Areekode,COVID-19,426,1,70,28.472093121210897,61,High,Good,Moderate,68.17517169590701,3.1780598863702156,Yes,High
2018-10-24,Parappanangadi,Typhoid,418,19,93,33.6265801680418,62,Medium,Poor,Low,74.31633475540953,2.138685109655797,No,High
2020-02-03,Pandikkad,Malaria,367,16,69,33.70746673949257,85,Medium,Very Poor,Moderate,44.01648662220311,2.318758320326367,No,High
2018-11-12,Parappanangadi,Cholera,183,17,62,31.713594667325488,70,Medium,Poor,Moderate,52.61072200651928,1.647387651977788,Yes,Medium
2019-11-28,Tirurangadi,Malaria,303,1,151,21.413750034186013,60,High,Poor,Low,70.88701582398784,2.4299942014230185,Yes,High
2021-03-10,Pandikkad,COVID-19,426,16,195,28.156017238611124,63,Medium,Very Poor,Moderate,75.25202522237274,1.7631791142532212,Yes,High
2023-07-26,Thiruvali,Dengue,289,14,152,33.517496228945525,63,Low,Very Poor,Moderate,55.33478947884072,2.3435953172162867,Yes,Medium
2020-08-15,Ponnani,COVID-19,57,14,170,30.69633781646455,64,Low,Very Poor,Moderate,71.45394474619155,2.2413847252537797,No,Medium
2024-08-24,Nilambur,Leptospirosis,365,16,55,24.13149279669657,68,Low,Poor,Moderate,68.17304363000156,3.6099962136918307,Yes,High
2016-11-07,Edappal,Cholera,395,9,128,33.09830411382343,63,Low,Moderate,Low,87.8215759966248,3.5130436952717456,Yes,High
2023-02-17,Tirurangadi,Nipah Virus,12,9,160,22.893938879340812,89,High,Very Poor,Moderate,84.79665390600175,3.673451952447772,No,High
2023-12-16,Pandikkad,Cholera,68,3,188,24.82459010861909,74,High,Good,High,68.37732890748464,2.317840506277495,No,Low
2024-02-29,Malappuram,Malaria,253,12,148,23.612198515433793,86,Medium,Moderate,Moderate,86.53395236778115,1.973605587410949,No,Medium
2021-05-05,Tirurangadi,Dengue,470,16,184,25.37528751617572,91,Low,Very Poor,Moderate,54.54492191412726,1.6772661486877312,No,High
2020-09-13,Edappal,H1N1,332,2,163,23.502414013973112,62,Low,Moderate,High,43.11235796783279,3.654741196981431,No,High
2020-07-14,Thiruvali,H1N1,30,16,158,28.936954392225374,66,Low,Moderate,Moderate,70.70983117134924,1.9566869390893395,Yes,Medium
2018-12-03,Kondotty,Cholera,249,0,96,20.93569807305578,93,High,Good,Moderate,83.29877746774704,3.1877508909068997,No,Medium
2021-06-17,Kottakkal,Malaria,332,5,95,24.91535455070747,88,Medium,Moderate,Moderate,88.72907172137711,1.7074399504067193,Yes,High
2024-01-20,Valanchery,Cholera,191,5,93,32.97276952956044,64,High,Moderate,High,76.95054931257029,3.567629214006555,Yes,Medium
2016-10-28,Vengara,H1N1,140,16,92,27.29528286731329,84,Medium,Moderate,High,67.991372076376,1.8028218823248887,No,Low
2022-02-09,Perinthalmanna,Cholera,76,0,184,28.640882296713755,82,High,Moderate,Low,86.89014986062827,3.545271248219977,No,Low
2020-03-05,Tirurangadi,H1N1,385,19,55,32.12715845007671,78,High,Very Poor,Moderate,58.82496161149433,2.838215113753141,No,High
2020-04-17,Kondotty,Malaria,455,10,177,25.61212209386317,65,Low,Poor,Moderate,51.443408699878994,2.2966466584365692,Yes,High
2017-03-16,Nilambur,Nipah Virus,331,7,175,30.683158160886528,79,Low,Good,High,84.98771673522198,3.2494004011001323,Yes,High
2024-12-30,Pandikkad,COVID-19,486,18,127,25.421231039115284,80,Medium,Moderate,Low,85.06239829217718,2.9499069086440888,Yes,High
2021-02-13,Valanchery,Dengue,482,2,93,33.75028344036728,80,Low,Very Poor,High,76.12797056196979,2.611731995438439,Yes,High
2022-10-14,Chelembra,Dengue,464,11,69,25.53507752060191,72,Medium,Very Poor,Low,66.06952624597993,3.3856042806956275,Yes,High
2024-10-15,Tanur,Cholera,198,8,99,24.566029406168923,84,High,Very Poor,High,79.15136714738821,2.593844850245466,Yes,High
2020-03-30,Kalikavu,Nipah Virus,64,12,175,29.914745582871284,79,Low,Poor,Low,75.56118548848409,2.737026938722478,Yes,Low
2019-10-20,Chelembra,COVID-19,457,6,154,31.326373445438342,79,Low,Poor,Low,70.40387482440556,2.3994332849461584,Yes,High
2020-07-31,Nilambur,Dengue,181,8,136,30.479072983199003,65,High,Poor,Moderate,76.49765666086223,2.900306398387534,Yes,Medium
2023-03-22,Vengara,H1N1,209,9,103,30.830796425091748,74,High,Good,Low,83.52690188051054,1.5664518814193926,Yes,Medium
2021-12-17,Valanchery,Typhoid,316,4,137,25.621262313555906,87,High,Good,Low,65.64090588910848,3.7548051653966934,No,High
2018-10-15,Perinthalmanna,Dengue,241,6,57,31.85082910565981,92,Medium,Poor,High,69.93840199354182,2.4733466221150042,No,High
2020-10-05,Perinthalmanna,Dengue,217,18,160,29.31985774516912,69,Medium,Poor,Moderate,50.61747536063195,3.5991977057274926,Yes,Medium
2023-01-05,Manjeri,Nipah Virus,156,19,111,24.703713792917767,61,Low,Moderate,Moderate,79.34037020352592,1.9447965843780248,Yes,Medium
2025-01-27,Valanchery,Cholera,88,14,103,30.663875418184332,94,High,Very Poor,High,78.38278309186926,2.5323856334437744,No,High
2023-12-05,Nilambur,Leptospirosis,464,11,87,26.44418731062713,79,Medium,Poor,High,60.44377401965528,2.479341198293788,No,High
2018-10-12,Vengara,COVID-19,432,17,52,34.92689219544934,79,High,Poor,Moderate,46.923081958362346,3.4251796302746933,No,High
2021-08-01,Malappuram,COVID-19,220,17,135,27.01098452704968,71,Low,Very Poor,Low,45.960746186066736,2.550370221911317,Yes,Medium
2019-06-09,Melattur,Typhoid,106,14,71,23.636722093986524,78,Low,Moderate,Low,53.85234815138388,3.4922691875612335,Yes,Low
2016-04-19,Kottakkal,Leptospirosis,485,9,159,20.285456774653955,91,High,Poor,High,40.024513400326285,3.0441222329444058,No,High
2016-06-21,Pandikkad,Typhoid,194,9,72,21.401436739344263,91,Medium,Good,Low,40.7805341961031,2.967642807582322,Yes,Medium
2015-08-19,Chelembra,H1N1,191,6,163,22.179176641578216,63,Low,Moderate,Low,70.50476235647318,3.82628079632536,Yes,Medium
2024-12-09,Kottakkal,Cholera,386,9,55,27.633415802884812,68,High,Very Poor,Moderate,48.974827183382445,1.7151410183176194,Yes,High
2025-08-08,Manjeri,Nipah Virus,499,15,136,21.643417433919545,61,High,Moderate,Moderate,80.49155963851804,1.7874030115244381,Yes,High
2025-02-10,Pandikkad,Dengue,480,16,80,30.686192364434902,66,Medium,Moderate,High,44.749331767507265,2.731134688832881,Yes,High
2015-02-16,Ponnani,H1N1,267,18,160,27.798189733873635,72,High,Good,Low,71.00271928751616,3.268894806590759,Yes,Medium
2016-03-04,Tanur,Cholera,23,19,152,25.400417535492583,83,Medium,Very Poor,Low,82.08742691769584,3.827346268082333,No,High
2018-06-05,Chelembra,COVID-19,38,0,191,25.59751583267813,92,Medium,Moderate,High,43.99669852692711,3.482544280630494,No,Low
2018-03-27,Areekode,Cholera,151,6,180,30.84667738187096,64,Medium,Good,Low,40.64379109584277,2.3697126929688928,No,Medium
2020-03-01,Melattur,Malaria,250,9,117,27.945287649287337,84,High,Very Poor,Low,69.80070034899003,3.8285738758898806,No,High
2016-09-17,Manjeri,Leptospirosis,453,19,182,31.786939183865528,77,Low,Moderate,High,75.02716882326658,2.8769208100870056,Yes,High
2023-09-01,Parappanangadi,H1N1,226,19,114,33.643303670382224,93,High,Moderate,Moderate,80.10419500480027,2.096236968468032,No,Medium
2023-08-17,Ponnani,Dengue,146,17,105,25.25525121028894,94,Low,Moderate,Moderate,87.61761522348104,3.757434558174267,No,Medium
2022-05-29,Areekode,Malaria,219,3,115,25.5130548506208,72,Low,Very Poor,High,81.06790433355516,2.845248857206716,Yes,Medium
2020-03-27,Vengara,Nipah Virus,415,15,124,27.4690275806248,73,Low,Poor,High,51.31724423106771,3.1837470757884025,No,High
2017-03-31,Nilambur,Nipah Virus,304,13,197,21.537386036920374,73,High,Good,Low,50.47080194339614,1.9243285397585814,No,High
2017-08-15,Manjeri,Typhoid,357,7,67,22.62422539406388,74,Low,Poor,High,72.71141697256384,2.2004597803602706,Yes,High
2024-01-11,Vengara,Dengue,440,6,112,34.82842975385652,83,High,Very Poor,Low,58.171862267902554,3.2523841230694517,Yes,High
2016-07-23,Pandikkad,H1N1,115,4,172,20.91314035775497,81,Low,Good,Low,45.86043100752553,2.879525356523918,No,Low
2020-02-05,Valanchery,COVID-19,263,7,183,21.532159589901486,76,Medium,Very Poor,High,74.57222838068245,3.914554851462819,Yes,Medium
2020-11-29,Melattur,Dengue,197,13,113,33.56534648226858,76,Medium,Poor,Moderate,57.216823856098586,2.2324022511364197,Yes,Medium
2022-05-21,Kottakkal,Nipah Virus,406,19,108,20.954502771135687,90,Medium,Very Poor,High,66.45805303125313,2.737576470399077,Yes,High
2015-10-07,Kottakkal,H1N1,120,9,73,22.47046250255602,75,Low,Poor,Low,82.43710810203314,3.687673259988371,Yes,Low
2017-06-26,Parappanangadi,H1N1,119,6,77,32.70137137790002,63,Medium,Good,High,76.73912679548704,3.205002022132916,No,Low
2020-01-09,Areekode,Malaria,262,10,173,28.47862327021894,75,Low,Good,Low,70.66383406935851,3.3649325890815964,No,Medium
2015-07-25,Nilambur,Cholera,135,3,112,32.08857321044535,77,Low,Good,Moderate,43.88089782502512,2.0983440296993834,No,Medium
2019-12-16,Tirurangadi,Cholera,286,5,165,20.516007561167644,65,Medium,Good,High,88.89010409920756,2.838754860867373,Yes,Medium
2016-03-13,Chelembra,Dengue,77,14,119,34.825308474330875,67,Medium,Moderate,Low,75.07085821111723,3.038660656045545,Yes,Low
2023-08-29,Tirurangadi,Typhoid,342,16,59,22.534994732954566,94,Low,Moderate,Moderate,44.38080967061903,3.674921611290326,Yes,High
2024-05-04,Kondotty,COVID-19,401,3,167,31.80168552774477,85,High,Very Poor,Moderate,61.08748854043975,2.7875024195965374,No,High
2025-08-31,Ponnani,Dengue,291,8,90,20.037981267745863,69,High,Very Poor,Moderate,58.529736014364204,2.6429661864687928,No,Medium
2015-02-11,Tirurangadi,Cholera,243,19,129,29.258226437097704,85,Low,Good,High,77.41206860586779,3.732962060389246,Yes,Medium
2018-10-11,Kondotty,Dengue,497,4,118,27.659559271632343,78,Medium,Poor,Moderate,81.81947417028067,1.9570755388064682,Yes,High
2020-06-17,Kalikavu,H1N1,360,13,191,23.28644952317819,60,Medium,Poor,Moderate,49.98606116488,3.1078473645362577,No,High
2019-10-22,Edappal,Dengue,490,14,180,20.138603054774446,67,High,Moderate,Moderate,71.90589899712177,2.2644377611498916,Yes,High
2017-03-13,Tirurangadi,Leptospirosis,341,14,186,22.144883657580014,72,Medium,Moderate,Moderate,89.57601394391638,2.067936535678824,Yes,High
2021-08-08,Ponnani,Typhoid,382,19,162,25.2490547651817,76,High,Poor,Low,74.17723886293221,3.6597276086094412,Yes,High
2020-02-17,Vengara,H1N1,391,3,123,27.810668716940732,64,Low,Poor,High,52.100839349094414,2.629312354198132,No,High
2019-04-03,Edappal,Typhoid,284,18,175,34.12692541318801,70,High,Good,Moderate,51.79732407159816,3.435227875738084,Yes,Medium
2019-04-06,Valanchery,Nipah Virus,364,1,69,31.275689931628058,71,High,Moderate,Moderate,88.7201150732197,1.9807963490376626,Yes,High
2025-02-23,Chelembra,COVID-19,286,13,149,32.923965513117636,68,Medium,Poor,High,57.82977404682276,2.9787114336201594,No,Medium
2022-03-12,Malappuram,Nipah Virus,391,1,65,26.631945339330148,83,Medium,Poor,High,51.357231049640205,1.941195628736615,Yes,High
2022-06-23,Nilambur,Malaria,263,8,122,21.9028566550178,71,High,Poor,Low,43.33015140772155,1.6720502911180217,No,Medium
2023-08-12,Areekode,Cholera,195,12,91,34.470483814889576,88,Low,Good,Moderate,41.50747010836222,2.2585624576141727,No,Medium
2021-11-15,Tirur,Nipah Virus,55,3,183,21.31211607153493,84,High,Poor,Low,85.5487608775093,2.535223458142828,Yes,High
2020-06-12,Tirur,COVID-19,237,2,54,21.87386151040397,64,Medium,Moderate,Moderate,65.6423354861598,2.8425154427404036,Yes,Medium
2020-08-17,Chelembra,H1N1,477,11,150,31.5953523701869,67,Low,Very Poor,Moderate,72.56805855453894,2.0613226670361646,Yes,High
2023-11-23,Pandikkad,COVID-19,390,0,61,32.641776735900706,68,Low,Moderate,Moderate,70.11119991609121,3.0399328422832843,Yes,High
2017-03-26,Pandikkad,Malaria,379,4,57,23.63204515201231,64,High,Moderate,High,79.76921923880396,3.7058445504051973,No,High
2024-06-15,Malappuram,Typhoid,425,8,72,28.312213759416466,91,Medium,Good,High,58.88565486409519,3.3973412340762925,Yes,High
2019-09-19,Perinthalmanna,Typhoid,92,7,159,33.52272302601807,81,Medium,Good,Low,82.38116366792934,3.29527854315381,Yes,Low
2019-11-14,Pandikkad,Dengue,9,7,79,22.566095933279254,60,High,Poor,Moderate,61.17861291916341,3.2411762594475784,No,Medium
2023-05-25,Thiruvali,COVID-19,474,4,172,25.926755948213028,87,Low,Moderate,Low,76.88931662193882,2.031747207352356,Yes,High
2020-10-16,Ponnani,Nipah Virus,319,5,172,32.38738969709837,69,Medium,Moderate,Low,72.8614871399314,3.097032099710863,No,High
2024-05-11,Kalikavu,Nipah Virus,143,1,120,25.006078971441607,85,Medium,Moderate,High,74.5672215620365,2.76296500909389,Yes,Low
2017-10-29,Tanur,Dengue,66,16,65,24.797523221388513,83,High,Moderate,Moderate,75.12424026831025,3.1675082518016735,No,Medium
2019-10-25,Ponnani,COVID-19,478,15,77,31.639516129947687,72,Medium,Poor,Moderate,46.19465452707916,3.6689889868471885,Yes,High
2022-05-05,Tirurangadi,Leptospirosis,483,11,142,33.46753462507583,92,High,Good,Low,67.33869761649197,2.403612085746648,No,High
2019-12-02,Chelembra,Malaria,11,8,66,20.477744297322456,60,Low,Poor,Moderate,89.63369236072904,3.5736494916020893,Yes,Medium
2018-10-10,Kalikavu,Malaria,401,7,120,26.45639997103534,76,Low,Poor,Low,58.97726937534142,3.894395308384642,Yes,High
2021-05-24,Tanur,COVID-19,68,10,74,30.085056309228406,62,High,Good,Low,45.50157060675121,2.5637441871716264,No,Low
2020-04-28,Thiruvali,Malaria,272,18,85,34.01333120409454,62,High,Very Poor,Moderate,51.850664483154695,3.2561511604272138,Yes,Medium
2019-11-05,Valanchery,H1N1,222,14,101,31.038465968538592,94,Medium,Good,Low,52.03665933646752,1.503800764379985,Yes,Medium
2019-09-20,Melattur,H1N1,464,9,187,21.660399036246456,76,High,Moderate,High,56.07776458538225,3.173016376044874,No,High
2025-04-04,Perinthalmanna,Leptospirosis,315,16,164,26.124450361478694,67,Low,Moderate,Moderate,75.07027436704797,1.7990098984959948,No,High
2017-03-26,Vengara,Dengue,87,4,126,21.41623343359932,64,Low,Poor,Low,69.85081155885445,2.820971086252385,Yes,Low
2018-10-29,Ponnani,Typhoid,5,6,97,31.74615530626948,88,Low,Moderate,Low,62.89417994089264,3.2337223272466487,No,Low
